,rada_id,full_name,party_id,65551|22012,65551|22013,65551|22035,65566|22014,65566|22030,65566|22037,65566|22038,65566|22039,65691|23409,65691|23410,65942|24111,65942|24112,65942|23923,65861|23588,65862|23589,65880|23590,65881|23591,65599|24149,65599|23609,65875|23592,65884|23593,65885|23594,65572|22042,65432|21938,66050|24144,65825|23393,65825|23414,65825|23415,65825|23416,65825|23417,65825|23418,65825|23419,65847|24155,65899|23674,65902|23675
119,313,Діденко Ігор Анатолійович,3,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent
120,27,Дідич Валентин Володимирович,0,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,2.No,4.Did not vote,2.No,2.No,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,5.Absent,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes
121,166,Давиденко Валерій Миколайович,2,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes
122,479,Данілін Владислав Юрійович,1,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
123,305,Данченко Олександр Іванович,3,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,4.Did not vote,1.Yes,3.Abstain,1.Yes,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes
124,210,Дейдей Євген Сергійович,1,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent
125,9,Демчак Руслан Євгенійович,2,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,2.No,2.No,2.No,2.No,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,3.Abstain,1.Yes
126,195,Денісова Людмила Леонтіївна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,134,Денисенко Анатолій Петрович,0,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,3.Abstain,1.Yes,4.Did not vote,4.Did not vote,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,5.Absent,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote
128,17,Денисенко Андрій Сергійович,0,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,2.No,1.Yes
129,280,Денисенко Вадим Ігорович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,5.Absent,5.Absent,5.Absent,1.Yes,3.Abstain,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes
130,62,Дерев'янко Юрій Богданович,0,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,3.Abstain,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,5.Absent,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes
131,121,Деркач Андрій Леонідович,0,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,2.No,4.Did not vote,4.Did not vote
132,116,Дехтярчук Олександр Володимирович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,1.Yes
133,245,,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,5.Absent,5.Absent
134,203,Дзензерський Денис Вікторович,1,5.Absent,5.Absent,1.Yes,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,1.Yes
135,42,Дзюблик Павло Володимирович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,2.No,1.Yes
136,61,Дирів Анатолій Борисович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent
137,168,Дмитренко Олег Миколайович,2,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes
138,138,Добкін Дмитро Маркович,4,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,5.Absent,5.Absent
139,328,Добкін Михайло Маркович,4,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes
140,82,Добродомов Дмитро Євгенович,0,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,3.Abstain,1.Yes,1.Yes,1.Yes,4.Did not vote,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes
141,60,Довбенко Михайло Володимирович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,2.No,3.Abstain,3.Abstain,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
142,76,Довгий Олесь Станіславович,8,5.Absent,5.Absent,1.Yes,5.Absent,1.Yes,4.Did not vote,1.Yes,3.Abstain,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes
143,346,Долженков Олександр Валерійович,4,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,3.Abstain,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes,3.Abstain,1.Yes,1.Yes
144,2,Домбровський Олександр Георгійович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,3.Abstain,3.Abstain,1.Yes,3.Abstain,1.Yes,4.Did not vote,4.Did not vote,3.Abstain,3.Abstain,1.Yes,3.Abstain,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
145,200,Донець Тетяна Анатоліївна,1,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,3.Abstain,4.Did not vote
146,433,Драюк Сергій Євсейович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
147,434,Дроздик Олександр Валерійович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,5.Absent,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,1.Yes
148,445,Дубіль Валерій Олександрович,6,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,1.Yes,1.Yes
149,20,Дубінін Олександр Іванович,0,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes
150,83,Дубневич Богдан Васильович,2,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,1.Yes
151,85,Дубневич Ярослав Васильович,2,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,1.Yes
152,79,Дунаєв Сергій Володимирович,0,1.Yes,1.Yes,4.Did not vote,3.Abstain,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote
153,379,Жданов Ігор Олександрович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,113,Жеваго Костянтин Валентинович,0,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote
155,94,Жолобецький Олександр Олександрович,2,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote
156,311,Журжій Андрій Валерійович,3,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes
157,265,Заболотний Григорій Михайлович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes
158,286,Загорій Гліб Володимирович,2,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,1.Yes
159,256,Заліщук Світлана Петрівна,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,3.Abstain,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes
160,482,Заружко Валерія Леонідівна,5,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,2.No,2.No,2.No,2.No,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes,5.Absent,5.Absent
161,209,Заставний Роман Йосипович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,2.No,1.Yes
162,484,Зварич Роман Михайлович,2,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent
163,28,Звягільський Юхим Леонідович,4,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes
164,444,Зубач Любомир Львович,3,5.Absent,5.Absent,4.Did not vote,5.Absent,5.Absent,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,3.Abstain
165,154,Зубик Володимир Володимирович,10,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote
166,99,Ківалов Сергій Васильович,4,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,5.Absent,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes
167,325,Кіраль Сергій Іванович,3,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,1.Yes,3.Abstain
168,130,Кірш Олександр Вікторович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
169,341,Кісельов Андрій Миколайович,4,1.Yes,1.Yes,1.Yes,3.Abstain,3.Abstain,3.Abstain,3.Abstain,4.Did not vote,1.Yes,1.Yes,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,3.Abstain,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,1.Yes
170,105,Кіссе Антон Іванович,10,1.Yes,1.Yes,1.Yes,3.Abstain,1.Yes,1.Yes,4.Did not vote,5.Absent,1.Yes,1.Yes,3.Abstain,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,4.Did not vote,3.Abstain,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,3.Abstain,1.Yes
171,91,Кіт Андрій Богданович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,2.No,2.No,2.No,4.Did not vote,1.Yes,2.No,2.No,2.No,1.Yes,4.Did not vote,4.Did not vote,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes
172,229,Кадикало Микола Олегович,1,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,2.No,2.No,2.No,2.No,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,1.Yes
173,107,Каплін Сергій Миколайович,2,5.Absent,5.Absent,1.Yes,5.Absent,1.Yes,4.Did not vote,4.Did not vote,1.Yes,5.Absent,5.Absent,1.Yes,1.Yes,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,5.Absent,5.Absent,1.Yes,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,5.Absent,1.Yes,4.Did not vote,1.Yes
174,465,Карпунцов Валерій Віталійович,2,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,1.Yes,5.Absent,2.No,2.No,2.No,2.No,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,1.Yes,1.Yes,1.Yes,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,4.Did not vote,1.Yes,3.Abstain,1.Yes
