id,name_ukr,name_eng,gender,party,faction,convocation,date_oath,date_resignation,elected,age,education,specialization,committee,birthday,assistants,facebook,twitter
316,Петренко Павло Дмитрович,Petrenko Pavlo Dmytrovych,male,"politichna partiya ""narodniy front""",,8,27.11.2014,02.12.2014,party system,35,higher education,government,,17.07.1979,0,,
317,Петьовка Василь Васильович,Pet'ovka Vasyl' Vasyl'ovych,male,politichna partiya yediniy centr,"Group ""Volia narodu""",8,27.11.2014,,constituency,48,higher education,parliament member,Committee on Agrarian Policy and Land Relations,30.01.1967,18,,
318,Пинзеник Віктор Михайлович,Pynzenyk Viktor Mykhaylovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,61,higher education,parliament member,Budget Committee,15.04.1954,8,https://www.facebook.com/profile.php?id=100009963799434,
319,Пинзеник Павло Васильович,Pynzenyk Pavlo Vasyl'ovych,male,non-affiliated,"""Narodnyi Front""",8,27.11.2014,,party system,39,higher education,politics,"Committee on the Rules of Procedure, Parliamentary Ethics and Organization of the Verkhovna Rada of Ukraine",20.03.1976,9,,
320,Писаренко Валерій Володимирович,Pysarenko Valeriy Volodymyrovych,male,non-affiliated,"Group ""Vidrodzhennia""",8,27.11.2014,,constituency,34,higher education,parliament member,Committee on Rule of Law and Justice,08.07.1980,16,https://www.facebook.com/vpysarenko,
444,Підберезняк Вадим Іванович,Pidbereznyak Vadym Ivanovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,24.12.2015,,party system,44,higher education,unemployment,Committee on Transport and Communications,22.03.1972,16,https://www.facebook.com/vadim.pidbereznyak,
321,Підлісецький Лев Теофілович,Pidlisets'kyy Lev Teofilovych,male,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,38,higher education,ceo,"Committee on Energy Complex, Nuclear Policy and Nuclear Safety",29.05.1977,7,https://www.facebook.com/pidlisetskyy.official/,
322,Побер Ігор Миколайович,Pober Ihor Mykolayovych,male,non-affiliated,Petro Poroshenko Block,8,04.12.2014,,party system,46,higher education,parliament member,Committee on Transport and Communications,17.12.1968,30,https://www.facebook.com/pober.ihor,
323,Подоляк Ірина Ігорівна,Podolyak Iryna Ihorivna,female,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,constituency,48,higher education,manager,Committee on Culture,02.05.1967,14,https://www.facebook.com/iryna.podolyak.5,https://twitter.com/irynapodolyak
324,Поляков Максим Анатолійович,Polyakov Maksym Anatoliyovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,33,higher education,local government,Committee on Finance and Banking,23.04.1982,12,https://www.facebook.com/polyakovma,
325,Помазанов Андрій Віталійович,Pomazanov Andriy Vitaliyovych,male,non-affiliated,"""Narodnyi Front""",8,27.11.2014,,party system,31,higher education,manager,Committee on Rule of Law and Justice,02.08.1983,13,https://www.facebook.com/andriy.pomazanov,
326,Пономарьов Олександр Сергійович,Ponomar'ov Oleksandr Serhiyovych,male,non-affiliated,"Group ""Volia narodu""",8,27.11.2014,,constituency,53,higher education,parliament member,Committee on Transport and Communications,07.01.1962,17,,
327,Поплавський Михайло Михайлович,Poplavs'kyy Mykhaylo Mykhaylovych,male,non-affiliated,"Group ""Volia narodu""",8,27.11.2014,,constituency,65,higher education,parliament member,Committee on Science and Education,28.11.1949,7,https://www.facebook.com/MMPoplavskiy,
328,Попов Ігор Володимирович,Popov Ihor Volodymyrovych,male,non-affiliated,Radical Party of Oleg Lyashko,8,27.11.2014,,party system,43,higher education,unemployment,Committee on Combating Organized Crime and Corruption,18.04.1972,25,https://www.facebook.com/igor.popov.5283,
329,Порошенко Олексій Петрович,Poroshenko Oleksiy Petrovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,30,higher education,manager,Tax and Customs Policy Committee,06.03.1985,8,https://www.facebook.com/oleksiy.poroshenko,
330,Пресман Олександр Семенович,Presman Oleksandr Semenovych,male,non-affiliated,"Group ""Vidrodzhennia""",8,27.11.2014,,constituency,54,higher education,parliament member,Budget Committee,10.04.1961,27,https://www.facebook.com/aleksandr.presman,
331,Присяжнюк Олександр Анатолійович,Prysyazhnyuk Oleksandr Anatoliyovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,34,higher education,government,Committee on Foreign Affairs,20.04.1981,11,https://www.facebook.com/profile.php?id=100008973222530,
332,Продан Оксана Петрівна,Prodan Oksana Petrivna,female,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,41,higher education,parliament member,Tax and Customs Policy Committee,16.04.1974,15,https://www.facebook.com/oksana.prodan,
333,Пташник Вікторія Юріївна,Ptashnyk Viktoriya Yuriyivna,female,non-affiliated,non-affiliated,8,27.11.2014,,party system,32,higher education,lawyer,Committee on economic policy,01.01.1983,4,https://www.facebook.com/viktoria.ptashnik.7,
334,Рабінович Вадим Зіновійович,Rabinovych Vadym Zinoviyovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,61,secondary,ceo,Committee on Human Rights,04.08.1953,10,https://www.facebook.com/vadim.rabinovich.39,https://twitter.com/rabinovichvadim
335,Развадовський Віктор Йосипович,Razvadovs'kyy Viktor Yosypovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,56,higher education,parliament member,Committee on Legislative Support of Law Enforcement,03.06.1959,12,https://www.facebook.com/profile.php?id=580332582102859,
336,Ревега Олександр Васильович,Reveha Oleksandr Vasyl'ovych,male,non-affiliated,Petro Poroshenko Block,8,23.12.2014,,constituency,48,higher education,manager,"Committee on Construction, Transport, Housing and Communal Services and Communications",22.08.1966,14,https://www.facebook.com/O.V.Revega,
337,Река Андрій Олександрович,Reka Andriy Oleksandrovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,constituency,61,higher education,local government,Committee on State Building and Local Self-Government,01.12.1953,20,https://www.facebook.com/profile.php?id=100009665119783,
338,Рибак Іван Петрович,Rybak Ivan Petrovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,37,higher education,manager,Committee on environmental policy,11.03.1978,27,https://www.facebook.com/ivan.rybak.94,
339,Рибалка Сергій Вікторович,Rybalka Serhiy Viktorovych,male,non-affiliated,Radical Party of Oleg Lyashko,8,27.11.2014,,party system,36,higher education,adviser,Committee on Finance and Banking,22.07.1978,18,https://www.facebook.com/sergey.v.rybalka,
340,Рибчинський Євген Юрійович,Rybchyns'kyy Yevhen Yuriyovych,male,non-affiliated,"Group ""Volia narodu""",8,27.11.2014,,constituency,45,higher education,manager,"Committee on Pensioners, Veterans and the Disabled",21.12.1969,7,https://www.facebook.com/ribchinski,
n/a,Ричкова Тетяна Борисівна,Rychkova Tetyana Borysivna,female,non-affiliated,,8,06.09.2016,,constituency,38,higher education,military,Committee on Combating Organized Crime and Corruption,07.10.1978,16,https://www.facebook.com/HelpArmy.in.ua,
341,Різаненко Павло Олександрович,Rizanenko Pavlo Oleksandrovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,39,higher education,parliament member,,12.07.1975,12,https://www.facebook.com/pavlo.rizanenko,https://twitter.com/rizanenko
342,Розенблат Борислав Соломонович,Rozenblat Boryslav Solomonovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,46,higher education,manager,Committee on Industrial Policy,25.05.1969,13,https://www.facebook.com/boryslav.rozenblat,
343,Розенко Павло Валерійович,Rozenko Pavlo Valeriyovych,male,non-affiliated,,8,27.11.2014,02.12.2014,party system,44,higher education,parliament member,,15.07.1970,0,,https://twitter.com/RozenkoPavlo
344,Романова Анна Анатоліївна,Romanova Anna Anatoliyivna,female,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,30,higher education,unemployment,"Committee on youth policy, sports and tourism",21.02.1985,7,https://www.facebook.com/anna.romanova.58958,
345,Романовський Олександр Володимирович,Romanovs'kyy Oleksandr Volodymyrovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,09.12.2014,,party system,62,higher education,ceo,Committee on economic policy,10.08.1952,16,https://www.facebook.com/AlexanderRomanovskij,
346,Романюк Віктор Миколайович,Romanyuk Viktor Mykolayovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,constituency,39,higher education,lawyer,Committee on Finance and Banking,28.08.1975,16,https://www.facebook.com/viktorromanyuk2012,
347,Романюк Роман Сергійович,Romanyuk Roman Serhiyovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,53,higher education,parliament member,Committee on Rule of Law and Justice,18.10.1961,9,https://www.facebook.com/roman.romanyuk.315,
348,Рудик Сергій Ярославович,Rudyk Serhiy Yaroslavovych,male,"politichna partiya vseukrayinske ob'yednannya ""svoboda""",Petro Poroshenko Block,8,02.12.2014,,constituency,44,higher education,government,Budget Committee,11.10.1970,13,https://www.facebook.com/serhiy.rudyk.3,
349,Рябчин Олексій Михайлович,Ryabchyn Oleksiy Mykhaylovych,male,non-affiliated,"""Vseukrayins'ke obyednannya ""Bat'kivshchyna""",8,27.11.2014,,party system,32,higher education,manager,"Committee on Energy Complex, Nuclear Policy and Nuclear Safety",22.04.1983,22,https://www.facebook.com/alexrbchn,https://twitter.com/alexrbchn
350,Сабашук Петро Павлович,Sabashuk Petro Pavlovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,57,higher education,ceo,,13.07.1957,19,https://www.facebook.com/petr.sabashuk,
n/a,Саврасов Максим Віталійович,Savrasov Maksym Vitaliyovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,21.04.2016,,party system,36,higher education,government,Committee on Legislative Support of Law Enforcement,07.08.1980,10,https://www.facebook.com/m.v.savrasov,
351,Савченко Надія Вікторівна,Savchenko Nadiya Viktorivna,female,"politichna partiya vseukrayinske ob'yednannya ""batkivshina""",non-affiliated,8,27.11.2014,,party system,34,higher education,military,National Security and Defense Committee,11.05.1981,13,https://www.facebook.com/Savchenko.Nadiia/,
352,Савченко Олексій Юрійович,Savchenko Oleksiy Yuriyovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,21.02.2017,party system,37,higher education,unemployment,,19.11.1977,0,https://www.facebook.com/profile.php?id=100013825419639,
353,Савчук Юрій Петрович,Savchuk Yuriy Petrovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,47,higher education,parliament member,Committee on Combating Organized Crime and Corruption,22.09.1967,18,,
354,Сажко Сергій Миколайович,Sazhko Serhiy Mykolayovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,constituency,45,higher education,local government,Committee on environmental policy,19.07.1969,16,https://www.facebook.com/sergey.sazhko.5,
355,Святаш Дмитро Володимирович,Svyatash Dmytro Volodymyrovych,male,non-affiliated,"Group ""Vidrodzhennia""",8,27.11.2014,,constituency,43,higher education,parliament member,Tax and Customs Policy Committee,15.06.1971,22,https://www.facebook.com/profile.php?id=100004386438127,
443,Севрюков Владислав Володимирович,Sevryukov Vladyslav Volodymyrovych,male,non-affiliated,Petro Poroshenko Block,8,17.09.2015,,party system,40,higher education,government,Committee on Freedom of Speech and Information,13.05.1975,7,https://www.facebook.com/vlad.sevr,
356,Семенуха Роман Сергійович,Semenukha Roman Serhiyovych,male,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,37,higher education,manager,Committee on Informatization and Information Technologies,30.07.1977,20,https://www.facebook.com/profile.php?id=100008142013904,
357,Семенченко Семен Ігорович,Semenchenko Semen Ihorovych,male,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,41,secondary,military,National Security and Defense Committee,06.06.1974,14,https://www.facebook.com/dostali.hvatit,
358,Семерак Остап Михайлович,Semerak Ostap Mykhaylovych,male,"politichna partiya ""narodniy front""",non-affiliated,8,27.11.2014,14.04.2016,party system,42,higher education,government,,27.06.1972,0,,
359,Сидорович Руслан Михайлович,Sydorovych Ruslan Mykhaylovych,male,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,40,higher education,lawyer,Committee on Rule of Law and Justice,20.10.1974,22,https://www.facebook.com/profile.php?id=100001487524478,
360,Сидорчук Вадим Васильович,Sydorchuk Vadym Vasyl'ovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,35,higher education,manager,Tax and Customs Policy Committee,02.11.1979,11,https://www.facebook.com/profile.php?id=100003366903315,
361,Силантьєв Денис Олегович,Sylant'yev Denys Olehovych,male,non-affiliated,Radical Party of Oleg Lyashko,8,27.11.2014,,party system,38,higher education,manager,"Committee on youth policy, sports and tourism",03.10.1976,19,https://www.facebook.com/silantievdenis,
362,Сироїд Оксана Іванівна,Syroyid Oksana Ivanivna,female,non-affiliated,non-affiliated,8,27.11.2014,,party system,39,higher education,manager,,02.05.1976,7,https://www.facebook.com/oksana.syroyid,
363,Сисоєнко Ірина Володимирівна,Sysoyenko Iryna Volodymyrivna,female,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,33,higher education,manager,"Committee on Health, Maternity and Childhood",06.03.1982,15,https://www.facebook.com/irina.sysoenko,
364,Скорик Микола Леонідович,Skoryk Mykola Leonidovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,party system,42,higher education,education,Budget Committee,27.11.1972,29,https://www.facebook.com/SkorykNikolay,https://twitter.com/Nikolay_Skoryk
365,Скрипник Олексій Олексійович,Skrypnyk Oleksiy Oleksiyovych,male,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,51,higher education,ceo,Committee on Science and Education,08.03.1964,8,https://www.facebook.com/oleksiy.skrypnyk,
366,Скуратовський Сергій Іванович,Skuratovs'kyy Serhiy Ivanovych,male,non-affiliated,Radical Party of Oleg Lyashko,8,27.11.2014,,party system,44,higher education,manager,"Committee on Construction, Transport, Housing and Communal Services and Communications",04.02.1971,26,https://www.facebook.com/serhii.skuratovskyi,
367,Соболєв Єгор Вікторович,Sobolyev Yehor Viktorovych,male,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,38,secondary,adviser,Committee on Combating Organized Crime and Corruption,26.02.1977,19,https://www.facebook.com/IegorSoboliev,
368,Соболєв Сергій Владиславович,Sobolyev Serhiy Vladyslavovych,male,"politichna partiya vseukrayinske ob'yednannya ""batkivshina""","""Vseukrayins'ke obyednannya ""Bat'kivshchyna""",8,27.11.2014,,party system,53,higher education,parliament member,,05.09.1961,29,,
369,Соловей Юрій Ігорович,Solovey Yuriy Ihorovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,36,higher education,ngo,Committee on economic policy,13.07.1978,22,https://www.facebook.com/yuriy.solovey,
370,Солод Юрій Васильович,Solod Yuriy Vasyl'ovych,male,non-affiliated,Opposition Bloc,8,27.11.2014,,constituency,43,higher education,ngo,Committee on Finance and Banking,27.04.1972,15,https://www.facebook.com/SolodYuriy/,
371,Сольвар Руслан Миколайович,Sol'var Ruslan Mykolayovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,44,higher education,parliament member,Committee on Transport and Communications,12.05.1971,12,https://www.facebook.com/fgg.yyoykhg,
372,Соляр Володимир Миронович,Solyar Volodymyr Myronovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,34,higher education,unemployment,Committee on Legislative Support of Law Enforcement,06.02.1981,13,https://www.facebook.com/wova.ternopil,
373,Сотник Олена Сергіївна,Sotnyk Olena Serhiyivna,female,non-affiliated,"""Obyednannya ""Samopomich""",8,27.11.2014,,party system,32,higher education,lawyer,Committee on European Integration,21.12.1982,5,https://www.facebook.com/lenasotnik,https://twitter.com/LenaSotnyk
374,Сочка Олександр Олександрович,Sochka Oleksandr Oleksandrovych,male,non-affiliated,"""Narodnyi Front""",8,27.11.2014,,party system,44,higher education,adviser,Committee on Freedom of Speech and Information,19.02.1971,10,https://www.facebook.com/sochka.ol,
375,Співаковський Олександр Володимирович,Spivakovs'kyy Oleksandr Volodymyrovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,58,higher education,education,Committee on Science and Education,28.03.1957,25,https://www.facebook.com/spivakovsky.alexander,
376,Спориш Іван Дмитрович,Sporysh Ivan Dmytrovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,55,higher education,manager,"Committee on youth policy, sports and tourism",08.07.1959,17,https://www.facebook.com/profile.php?id=100010737999580,
377,Сташук Віталій Филимонович,Stashuk Vitaliy Fylymonovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,constituency,42,higher education,ngo,"Committee on Construction, Transport, Housing and Communal Services and Communications",15.10.1972,11,https://www.facebook.com/stashuk.vitaliy,
378,Стеценко Дмитро Олександрович,Stetsenko Dmytro Oleksandrovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,04.12.2014,,party system,27,higher education,unemployment,Committee on Freedom of Speech and Information,06.11.1987,8,https://www.facebook.com/d.a.stetsenko,
379,Стець Юрій Ярославович,Stets' Yuriy Yaroslavovych,male,"partiya ""blok petra poroshenka""",,8,27.11.2014,02.12.2014,party system,39,higher education,parliament member,,29.12.1975,0,https://www.facebook.com/yura.stets.9,https://twitter.com/YuriiStets
380,Сторожук Дмитро Анатолійович,Storozhuk Dmytro Anatoliyovych,male,"politichna partiya ""narodniy front""",non-affiliated,8,27.11.2014,06.09.2016,party system,29,higher education,government,,12.11.1985,0,,
381,Сугоняко Олександр Леонідович,Suhonyako Oleksandr Leonidovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,57,higher education,manager,Committee on Transport and Communications,08.01.1958,31,https://www.facebook.com/a.sugoniako,
382,Супруненко Олександр Іванович,Suprunenko Oleksandr Ivanovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,44,higher education,manager,Committee on Rule of Law and Justice,31.01.1971,11,https://www.facebook.com/O.I.Suprunenko,
383,Суслова Ірина Миколаївна,Suslova Iryna Mykolayivna,female,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,26,higher education,manager,Committee on Human Rights,05.08.1988,20,https://www.facebook.com/ir.suslova,
384,Сюмар Вікторія Петрівна,Syumar Viktoriya Petrivna,female,non-affiliated,"""Narodnyi Front""",8,27.11.2014,,party system,37,higher education,unemployment,Committee on Freedom of Speech and Information,23.10.1977,2,https://www.facebook.com/vsiumar,
385,Тарасюк Борис Іванович,Tarasyuk Borys Ivanovych,male,"politichna partiya vseukrayinske ob'yednannya ""batkivshina""","""Vseukrayins'ke obyednannya ""Bat'kivshchyna""",8,27.11.2014,,party system,66,higher education,parliament member,Committee on Foreign Affairs,01.01.1949,19,https://www.facebook.com/borys.tarasyuk,
386,Тарута Сергій Олексійович,Taruta Serhiy Oleksiyovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,59,higher education,local government,Committee on Culture,23.07.1955,14,https://www.facebook.com/taruta/,https://twitter.com/SergeyTaruta
387,Тетерук Андрій Анатолійович,Teteruk Andriy Anatoliyovych,male,non-affiliated,"""Narodnyi Front""",8,27.11.2014,,party system,42,higher education,military,National Security and Defense Committee,15.05.1973,6,https://www.facebook.com/profile.php?id=100000860206870,https://twitter.com/a_teteruk
388,Тимошенко Юлія Володимирівна,Tymoshenko Yuliya Volodymyrivna,female,"politichna partiya vseukrayinske ob'yednannya ""batkivshina""","""Vseukrayins'ke obyednannya ""Bat'kivshchyna""",8,27.11.2014,,party system,54,higher education,politics,Committee on Human Rights,27.11.1960,13,https://www.facebook.com/YuliaTymoshenko/,https://twitter.com/TymoshenkoUA
389,Тимошенко Юрій Володимирович,Tymoshenko Yuriy Volodymyrovych,male,non-affiliated,"""Narodnyi Front""",8,27.11.2014,,constituency,54,secondary,unemployment,Committee on Combating Organized Crime and Corruption,03.04.1961,21,https://www.facebook.com/profile.php?id=100006819228796,
390,Тимчук Дмитро Борисович,Tymchuk Dmytro Borysovych,male,non-affiliated,"""Narodnyi Front""",8,27.11.2014,,party system,42,higher education,pensioner,National Security and Defense Committee,27.06.1972,14,https://www.facebook.com/dmitry.tymchuk,https://twitter.com/dmitrytymchuk
391,Тіміш Григорій Іванович,Timish Hryhoriy Ivanovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,44,higher education,manager,Committee on European Integration,11.12.1970,30,https://www.facebook.com/hrihoriy.timish,
392,Ткачук Геннадій Віталійович,Tkachuk Hennadiy Vitaliyovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,46,higher education,parliament member,Committee on Rule of Law and Justice,27.08.1968,13,https://www.facebook.com/Gennadiy.Tkachuk,
393,Томенко Микола Володимирович,Tomenko Mykola Volodymyrovych,male,non-affiliated,non-affiliated,8,27.11.2014,25.03.2016,party system,50,higher education,parliament member,,11.12.1964,0,,
394,Третьяков Олександр Юрійович,Tret'yakov Oleksandr Yuriyovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,45,higher education,ngo,"Committee on Pensioners, Veterans and the Disabled",20.03.1970,15,https://www.facebook.com/TretiakovOleksandr,
395,Тригубенко Сергій Миколайович,Tryhubenko Serhiy Mykolayovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,party system,43,higher education,unemployment,Committee on environmental policy,06.03.1972,8,https://www.facebook.com/sergiy.trygubenko,
396,Турчинов Олександр Валентинович,Turchynov Oleksandr Valentynovych,male,"politichna partiya ""narodniy front""",,8,27.11.2014,14.01.2015,party system,51,higher education,parliament member,,31.03.1964,0,https://www.facebook.com/sergiy.trygubenko,https://twitter.com/Turchynov
397,Унгурян Павло Якимович,Unhuryan Pavlo Yakymovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,35,higher education,government,,12.11.1979,26,https://www.facebook.com/profile.php?id=100014114914433,
398,Урбанський Олександр Ігорович,Urbans'kyy Oleksandr Ihorovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,33,higher education,manager,Committee on Transport and Communications,03.01.1982,13,https://www.facebook.com/urbansky.alexandr,
399,Усов Костянтин Глібович,Usov Kostyantyn Hlibovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,26,higher education,unemployment,Committee on Informatization and Information Technologies,09.07.1988,9,https://www.facebook.com/K.G.Usov,https://twitter.com/KGUsov
400,Фаєрмарк Сергій Олександрович,Fayermark Serhiy Oleksandrovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,53,higher education,parliament member,Committee on economic policy,14.03.1962,5,https://www.facebook.com/Faermark.Sergey/,
401,Федорук Микола Трохимович,Fedoruk Mykola Trokhymovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,constituency,61,higher education,parliament member,Committee on State Building and Local Self-Government,20.03.1954,19,https://www.facebook.com/profile.php?id=100005712319271,
402,Фельдман Олександр Борисович,Fel'dman Oleksandr Borysovych,male,non-affiliated,"Group ""Volia narodu""",8,27.11.2014,,constituency,55,higher education,parliament member,Committee on Human Rights,06.01.1960,29,https://www.facebook.com/pochta.feldman,
403,Філатов Борис Альбертович,Filatov Borys Al'bertovych,male,non-affiliated,non-affiliated,8,27.11.2014,24.12.2015,constituency,43,higher education,manager,,07.03.1972,0,,
404,Фірсов Єгор Павлович,Firsov Yehor Pavlovych,male,non-affiliated,non-affiliated,8,27.11.2014,25.03.2016,party system,26,higher education,parliament member,,01.12.1988,0,https://www.facebook.com/egor.firsov,https://twitter.com/Firsov_Donetsk
405,Фріз Ірина Василівна,Friz Iryna Vasylivna,female,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,party system,40,higher education,government,National Security and Defense Committee,25.09.1974,11,https://www.facebook.com/Iryna.Friz/,
406,Фролов Микола Олександрович,Frolov Mykola Oleksandrovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,56,higher education,education,Tax and Customs Policy Committee,09.01.1959,28,https://www.facebook.com/profile.php?id=100009874037571,
407,Фурсін Іван Геннадійович,Fursin Ivan Hennadiyovych,male,non-affiliated,"Group ""Volia narodu""",8,27.11.2014,,constituency,43,higher education,parliament member,Committee on Finance and Banking,16.09.1971,12,,
408,Хлань Сергій Володимирович,Khlan' Serhiy Volodymyrovych,male,"partiya ""blok petra poroshenka""",Petro Poroshenko Block,8,27.11.2014,,constituency,42,higher education,manager,Committee on Agrarian Policy and Land Relations,29.06.1972,20,https://www.facebook.com/sergey.khlan,
409,Хміль Михайло Михайлович,Khmil' Mykhaylo Mykhaylovych,male,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,42,higher education,parliament member,Committee on Industrial Policy,11.05.1973,30,https://www.facebook.com/m.khmil,
410,Хомутиннік Віталій Юрійович,Khomutynnik Vitaliy Yuriyovych,male,non-affiliated,"Group ""Vidrodzhennia""",8,27.11.2014,,constituency,38,higher education,parliament member,Tax and Customs Policy Committee,04.08.1976,7,https://www.facebook.com/profile.php?id=100009097881046,
411,Чекіта Геннадій Леонідович,Chekita Hennadiy Leonidovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,constituency,48,higher education,ceo,Committee on economic policy,17.07.1966,23,https://www.facebook.com/profile.php?id=100004331413559,
412,Чепинога Віталій Михайлович,Chepynoha Vitaliy Mykhaylovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,46,higher education,unemployment,Committee on environmental policy,28.05.1969,25,https://www.facebook.com/vitalii.chepynoga,
413,Червакова Ольга Валеріївна,Chervakova Ol'ha Valeriyivna,female,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,40,higher education,journalist,Committee on Freedom of Speech and Information,06.04.1975,3,https://www.facebook.com/chervakova,
414,Черненко Олександр Миколайович,Chernenko Oleksandr Mykolayovych,male,non-affiliated,Petro Poroshenko Block,8,27.11.2014,,party system,39,higher education,ngo,,26.02.1976,11,https://www.facebook.com/profichok,
415,Чижмарь Юрій Васильович,Chyzhmar' Yuriy Vasyl'ovych,male,non-affiliated,Radical Party of Oleg Lyashko,8,04.12.2014,,party system,40,higher education,lawyer,"Committee on Energy Complex, Nuclear Policy and Nuclear Safety",27.10.1974,21,https://www.facebook.com/y.chyzhmar,
416,Чорновол Тетяна Миколаївна,Chornovol Tetyana Mykolayivna,female,"politichna partiya ""narodniy front""","""Narodnyi Front""",8,27.11.2014,,party system,36,higher education,adviser,National Security and Defense Committee,04.06.1979,25,https://www.facebook.com/tchornovol,https://twitter.com/ChornovolT
417,Чубаров Рефат Абдурахманович,Chubarov Refat Abdurakhmanovych,male,non-affiliated,Petro Poroshenko Block,8,15.05.2015,,party system,58,higher education,ngo,Committee on Human Rights,22.09.1957,7,https://www.facebook.com/dogrujol,
418,Чумак Віктор Васильович,Chumak Viktor Vasyl'ovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,57,higher education,parliament member,Committee on Combating Organized Crime and Corruption,05.06.1958,26,https://www.facebook.com/vik.chumak,
419,Шаповалов Юрій Анатолійович,Shapovalov Yuriy Anatoliyovych,male,non-affiliated,non-affiliated,8,27.11.2014,,constituency,43,higher education,parliament member,Committee on Transport and Communications,14.03.1972,7,https://www.facebook.com/shapovalov.y,
n/a,Шахов Сергій Володимирович,Shakhov Serhiy Volodymyrovych,male,"politichna partiya ""nash kray""",,8,06.09.2016,,constituency,41,higher education,ceo,"Committee on the Rules of Procedure, Parliamentary Ethics and Organization of the Verkhovna Rada of Ukraine",07.05.1975,12,https://www.facebook.com/sergey.shakhov.public/,
